review_text,sentiment,product_category,feature_mentioned,rating
Decent tablet. It gets the job done though the portability could be better.,neutral,tablet,portability,3
"Not the best, not the worst. The tablet's battery is sufficient for everyday use.",neutral,tablet,battery,4
It’s a usable camera. The lens options meets minimum expectations.,neutral,camera,lens options,3
I’ve had nothing but trouble with this laptop. Worst experience I've had with build quality.,negative,laptop,build quality,1
Terrible smartwatch. The battery failed within a week. Don’t waste your money.,negative,smartwatch,battery,1
It’s a usable smartwatch. The display meets minimum expectations.,neutral,smartwatch,display,3
Absolutely love this smartphone! The camera is top-notch and the experience so far has been seamless.,positive,smartphone,camera,5
I’ve had nothing but trouble with this tablet. Worst experience I've had with response time.,negative,tablet,response time,2
Best smartphone I've used in a while. The performance really stands out!,positive,smartphone,performance,5
"This laptop blew me away. Smooth user experience, and excellent build quality.",positive,laptop,build quality,4
Terrible headphones. The connectivity failed within a week. Don’t waste your money.,negative,headphones,connectivity,1
A great buy! Everything from packaging to display screams quality.,positive,tablet,display,5
"An average experience with this camera. Not bad, not great — the battery is acceptable.",neutral,camera,battery,3
Terrible camera. The lens options failed within a week. Don’t waste your money.,negative,camera,lens options,2
"This camera blew me away. Smooth user experience, and excellent battery.",positive,camera,battery,5
Regret buying this tablet. The battery is awful and it’s buggy.,negative,tablet,battery,2
Decent headphones. It gets the job done though the connectivity could be better.,neutral,headphones,connectivity,3
Decent laptop. It gets the job done though the display could be better.,neutral,laptop,display,4
"An average experience with this laptop. Not bad, not great — the display is acceptable.",neutral,laptop,display,3
"This headphones is alright. If you don’t expect much from the comfort, it’s fine.",neutral,headphones,comfort,2
This tablet was a big letdown. The portability doesn’t work as advertised.,negative,tablet,portability,1
"This tablet is alright. If you don’t expect much from the battery, it’s fine.",neutral,tablet,battery,4
I’ve had nothing but trouble with this laptop. Worst experience I've had with build quality.,negative,laptop,build quality,2
Terrible camera. The image quality failed within a week. Don’t waste your money.,negative,camera,image quality,2
Terrible laptop. The performance failed within a week. Don’t waste your money.,negative,laptop,performance,1
It’s a usable smartwatch. The features meets minimum expectations.,neutral,smartwatch,features,4
"Not the best, not the worst. The smartphone's camera is sufficient for everyday use.",neutral,smartphone,camera,3
"This headphones is alright. If you don’t expect much from the connectivity, it’s fine.",neutral,headphones,connectivity,3
"This tablet blew me away. Smooth user experience, and excellent display.",positive,tablet,display,4
Impressed with the smartphone. Great performance and solid performance.,positive,smartphone,performance,5
A great buy! Everything from packaging to lens options screams quality.,positive,camera,lens options,4
"This headphones is alright. If you don’t expect much from the connectivity, it’s fine.",neutral,headphones,connectivity,2
Very happy with my new tablet. Highly recommend it to anyone needing reliable portability.,positive,tablet,portability,4
Very happy with my new tablet. Highly recommend it to anyone needing reliable response time.,positive,tablet,response time,4
I’ve had nothing but trouble with this camera. Worst experience I've had with battery.,negative,camera,battery,1
Best headphones I've used in a while. The sound quality really stands out!,positive,headphones,sound quality,5
It’s a usable headphones. The battery meets minimum expectations.,neutral,headphones,battery,3
"This smartphone blew me away. Smooth user experience, and excellent performance.",positive,smartphone,performance,4
"This tablet blew me away. Smooth user experience, and excellent portability.",positive,tablet,portability,5
Very happy with my new tablet. Highly recommend it to anyone needing reliable response time.,positive,tablet,response time,4
Expected more from this headphones. The sound quality is subpar at best.,negative,headphones,sound quality,2
Very happy with my new tablet. Highly recommend it to anyone needing reliable battery.,positive,tablet,battery,4
"Not the best, not the worst. The smartwatch's features is sufficient for everyday use.",neutral,smartwatch,features,2
A great buy! Everything from packaging to connectivity screams quality.,positive,headphones,connectivity,4
Absolutely love this headphones! The sound quality is top-notch and the experience so far has been seamless.,positive,headphones,sound quality,4
Absolutely love this tablet! The display is top-notch and the experience so far has been seamless.,positive,tablet,display,4
"Not the best, not the worst. The smartwatch's fitness tracking is sufficient for everyday use.",neutral,smartwatch,fitness tracking,2
Regret buying this smartwatch. The features is awful and it’s buggy.,negative,smartwatch,features,2
"This smartphone blew me away. Smooth user experience, and excellent performance.",positive,smartphone,performance,5
Expected more from this smartwatch. The display is subpar at best.,negative,smartwatch,display,2
"This camera blew me away. Smooth user experience, and excellent lens options.",positive,camera,lens options,5
Terrible laptop. The display failed within a week. Don’t waste your money.,negative,laptop,display,1
"Not the best, not the worst. The smartphone's performance is sufficient for everyday use.",neutral,smartphone,performance,3
"Not the best, not the worst. The tablet's response time is sufficient for everyday use.",neutral,tablet,response time,2
